age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,altersgruppe,income_per_hour,capital_income_per_hour
66,4,1,10,0,11,0,1,1,0,0,50,1,0,Senior,0.0,0.0
64,3,5,6,0,10,0,1,1,0,0,40,1,0,Senior,0.0,0.0
17,3,5,8,1,5,3,1,1,0,0,35,1,0,Young,0.0,0.0
26,3,3,9,1,2,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
43,3,3,9,2,0,4,1,0,0,0,20,1,0,Experienced,0.0,0.0
40,3,5,6,2,6,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
43,3,4,15,0,9,0,1,1,15024,0,50,1,1,Experienced,5.7784615384615385,5.7784615384615385
24,3,0,13,0,0,5,1,0,0,0,40,0,0,Young,0.0,0.0
72,7,3,9,0,14,0,1,1,3818,0,4,1,0,Senior,18.35576923076923,18.35576923076923
68,1,3,9,0,0,0,1,1,0,0,15,1,0,Senior,0.0,0.0
51,7,3,9,1,14,3,1,1,0,0,50,1,0,Experienced,0.0,0.0
21,3,5,6,0,11,0,1,1,0,0,44,1,0,Young,0.0,0.0
18,7,3,9,1,14,3,0,0,0,0,30,1,0,Young,0.0,0.0
36,3,5,6,1,5,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
48,3,0,13,0,3,0,1,1,0,0,48,1,1,Experienced,0.0,0.0
32,3,3,9,0,2,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
75,4,1,10,0,11,0,1,1,0,0,50,1,0,Senior,0.0,0.0
25,3,0,13,0,3,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
42,3,3,9,0,11,0,1,1,7298,0,40,0,1,Experienced,3.5086538461538463,3.5086538461538463
17,1,5,7,1,0,3,1,0,0,0,20,1,0,Young,0.0,0.0
70,7,4,15,2,14,1,1,1,2538,0,45,1,0,Senior,1.0846153846153845,1.0846153846153845
32,3,0,13,1,3,1,1,0,0,0,50,1,0,Middle-aged,0.0,0.0
34,3,3,9,0,6,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
54,3,5,4,2,6,1,0,1,0,0,40,1,0,Experienced,0.0,0.0
24,3,5,8,1,7,2,0,1,0,0,40,0,0,Young,0.0,0.0
46,3,1,12,1,2,1,0,0,0,0,50,1,0,Experienced,0.0,0.0
44,5,3,9,0,11,0,1,1,0,0,48,0,0,Experienced,0.0,0.0
56,1,0,13,0,10,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
39,3,3,9,0,7,0,1,1,0,0,30,1,0,Middle-aged,0.0,0.0
46,0,0,13,0,3,0,0,1,0,0,40,1,0,Experienced,0.0,0.0
35,0,3,9,0,9,0,1,1,0,0,60,1,0,Middle-aged,0.0,0.0
25,3,3,9,1,11,4,1,0,0,0,35,1,0,Middle-aged,0.0,0.0
18,3,5,7,1,11,1,1,1,0,0,30,1,0,Young,0.0,0.0
50,3,3,9,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
43,3,1,12,2,9,1,1,0,4650,0,40,1,0,Experienced,2.235576923076923,2.235576923076923
38,3,3,9,2,0,1,1,0,0,0,32,1,0,Middle-aged,0.0,0.0
26,3,1,10,1,0,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
48,3,4,14,0,3,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
42,3,3,9,0,11,5,1,0,0,0,40,1,1,Experienced,0.0,0.0
22,3,5,6,1,11,3,1,0,0,0,30,1,0,Young,0.0,0.0
20,3,1,10,1,7,3,1,1,0,0,50,1,0,Young,0.0,0.0
27,3,0,13,1,2,1,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
31,3,5,4,1,6,3,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
54,3,3,9,3,0,4,0,0,0,0,40,1,0,Experienced,0.0,0.0
38,3,1,12,0,0,5,1,0,0,0,40,1,1,Middle-aged,0.0,0.0
51,3,3,9,0,13,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
54,5,1,10,0,2,0,1,1,0,0,40,0,1,Experienced,0.0,0.0
64,3,3,9,0,0,0,1,1,0,0,39,1,0,Senior,0.0,0.0
48,7,3,9,0,14,0,1,1,0,0,20,1,0,Experienced,0.0,0.0
19,7,1,10,1,14,3,1,1,0,0,15,1,0,Young,0.0,0.0
52,3,3,9,0,11,0,1,1,0,0,50,1,0,Experienced,0.0,0.0
34,5,1,11,0,4,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
39,5,5,8,0,2,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
51,3,3,9,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
48,3,1,10,3,0,4,1,0,0,0,40,1,1,Experienced,0.0,0.0
42,5,0,13,2,2,1,1,1,0,0,65,1,0,Experienced,0.0,0.0
38,4,3,9,0,11,0,1,1,0,0,55,0,1,Middle-aged,0.0,0.0
40,3,0,13,1,9,1,1,0,0,0,40,1,0,Experienced,0.0,0.0
37,6,1,12,0,3,0,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
60,5,1,10,0,7,5,1,0,0,0,12,1,0,Senior,0.0,0.0
60,5,3,9,0,4,0,1,1,0,0,65,1,0,Senior,0.0,0.0
59,0,3,9,3,0,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
30,3,1,11,1,7,1,1,0,0,0,41,1,0,Middle-aged,0.0,0.0
47,6,3,9,0,10,0,0,1,0,0,40,1,0,Experienced,0.0,0.0
42,3,0,13,0,0,0,0,1,7298,0,40,0,1,Experienced,3.5086538461538463,3.5086538461538463
32,3,5,7,0,2,0,1,1,0,0,60,1,0,Middle-aged,0.0,0.0
23,3,3,9,0,2,2,1,1,0,0,40,1,0,Young,0.0,0.0
27,3,3,9,2,5,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
55,3,3,9,0,7,0,0,1,0,0,38,1,0,Experienced,0.0,0.0
39,3,1,11,2,0,4,1,0,0,0,50,1,0,Middle-aged,0.0,0.0
33,3,0,13,0,3,0,1,1,0,0,50,0,0,Middle-aged,0.0,0.0
30,3,1,10,1,5,1,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
41,3,1,11,2,9,4,1,0,3887,0,40,1,0,Experienced,1.86875,1.86875
38,3,5,7,0,2,0,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
54,3,0,13,2,11,1,1,0,8614,0,40,1,1,Experienced,4.141346153846154,4.141346153846154
38,3,3,9,0,2,0,1,1,0,0,41,0,1,Middle-aged,0.0,0.0
22,0,3,9,1,9,3,1,1,0,0,35,1,0,Young,0.0,0.0
44,3,1,10,0,11,0,1,1,0,0,55,1,1,Experienced,0.0,0.0
36,6,1,10,1,5,1,1,1,0,0,38,1,0,Middle-aged,0.0,0.0
32,5,2,16,0,9,0,1,1,0,0,35,1,1,Middle-aged,0.0,0.0
22,3,1,10,1,7,3,1,0,0,0,40,1,0,Young,0.0,0.0
45,3,0,13,1,9,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
30,3,3,9,1,0,1,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
34,3,1,10,0,5,0,1,1,0,0,32,1,0,Middle-aged,0.0,0.0
36,3,4,14,0,9,0,0,1,0,0,40,0,0,Middle-aged,0.0,0.0
21,3,3,9,2,6,1,1,0,0,0,40,1,0,Young,0.0,0.0
40,5,4,14,0,11,0,1,1,0,0,60,1,0,Experienced,0.0,0.0
42,3,3,9,1,0,3,1,0,0,0,35,1,0,Experienced,0.0,0.0
52,3,4,14,0,3,0,1,1,15024,0,50,1,1,Experienced,5.7784615384615385,5.7784615384615385
50,3,1,11,2,9,1,0,1,0,0,38,1,1,Experienced,0.0,0.0
48,3,0,13,0,9,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
27,3,3,9,1,7,1,1,0,0,0,30,1,0,Middle-aged,0.0,0.0
31,3,5,7,1,2,1,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
22,7,1,10,1,14,1,1,1,0,0,44,1,0,Young,0.0,0.0
45,3,1,10,0,13,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
35,3,1,11,0,12,0,1,1,0,0,52,1,1,Middle-aged,0.0,0.0
54,3,1,10,2,6,1,0,0,0,0,40,1,0,Experienced,0.0,0.0
23,7,1,10,1,14,1,1,1,0,0,11,1,0,Young,0.0,0.0
51,3,3,9,0,2,0,1,1,15024,0,40,1,1,Experienced,7.223076923076923,7.223076923076923
71,3,5,3,0,3,0,1,1,0,0,40,1,0,Senior,0.0,0.0
50,3,1,10,0,4,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
36,3,3,9,0,2,0,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
47,7,5,4,0,14,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
38,3,1,10,2,11,4,1,1,1506,0,50,1,0,Middle-aged,0.5792307692307692,0.5792307692307692
29,3,0,13,1,9,1,1,1,10520,0,50,1,1,Middle-aged,4.046153846153846,4.046153846153846
59,5,5,4,0,3,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
27,3,3,9,2,7,4,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
42,3,3,9,0,5,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
31,6,0,13,1,0,4,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
47,3,4,14,2,9,1,1,1,0,0,45,1,0,Experienced,0.0,0.0
23,3,1,10,1,13,3,1,1,0,0,15,1,0,Young,0.0,0.0
24,3,3,9,1,7,1,1,1,0,0,35,1,0,Young,0.0,0.0
46,3,2,16,0,9,0,1,1,0,0,55,1,1,Experienced,0.0,0.0
35,1,1,10,0,9,0,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
36,3,1,10,2,0,2,0,0,0,0,42,1,0,Middle-aged,0.0,0.0
37,3,1,11,0,2,0,1,1,0,0,50,0,0,Middle-aged,0.0,0.0
20,3,1,10,1,11,3,1,0,0,0,10,1,0,Young,0.0,0.0
59,3,0,13,3,9,1,1,0,4650,0,37,1,0,Experienced,2.416839916839917,2.416839916839917
17,3,5,7,1,7,3,1,1,0,0,15,1,0,Young,0.0,0.0
36,3,3,9,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
57,3,3,9,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
43,5,1,10,0,6,5,1,0,0,0,50,1,0,Experienced,0.0,0.0
49,3,0,13,0,12,0,0,1,15024,0,40,0,1,Experienced,7.223076923076923,7.223076923076923
50,0,3,9,0,3,0,1,1,4386,0,40,1,1,Experienced,2.108653846153846,2.108653846153846
69,5,3,9,0,2,0,1,1,3456,0,30,0,0,Senior,2.2153846153846155,2.2153846153846155
57,3,5,3,2,6,2,1,0,0,0,40,0,0,Experienced,0.0,0.0
49,3,3,9,0,0,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
48,3,1,10,0,3,0,1,1,0,0,45,1,0,Experienced,0.0,0.0
51,3,5,4,2,7,1,0,1,0,0,40,0,0,Experienced,0.0,0.0
41,3,1,11,0,12,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
60,3,1,12,2,8,2,1,0,0,0,40,0,0,Senior,0.0,0.0
40,3,0,13,2,6,4,1,0,0,0,38,1,0,Experienced,0.0,0.0
36,3,0,13,2,0,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
17,3,5,8,1,7,2,1,1,0,0,20,1,0,Young,0.0,0.0
24,3,1,11,1,0,3,1,0,0,0,40,1,0,Young,0.0,0.0
70,7,3,9,0,14,0,1,1,0,0,40,1,0,Senior,0.0,0.0
29,0,3,9,1,7,4,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
20,3,1,10,1,7,1,1,0,0,0,25,1,0,Young,0.0,0.0
36,3,1,10,1,3,1,1,0,0,0,50,1,0,Middle-aged,0.0,0.0
35,5,0,13,2,11,1,1,1,0,0,37,1,0,Middle-aged,0.0,0.0
34,3,3,9,0,6,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
18,3,5,7,1,11,3,1,0,0,0,20,1,0,Young,0.0,0.0
40,5,1,10,2,9,3,1,1,0,0,40,1,0,Experienced,0.0,0.0
51,3,3,9,2,11,1,1,0,0,0,40,1,0,Experienced,0.0,0.0
29,3,4,14,1,3,1,1,0,0,0,50,1,1,Middle-aged,0.0,0.0
24,3,3,9,1,0,3,1,0,0,0,40,1,0,Young,0.0,0.0
50,5,1,12,0,2,0,1,1,0,0,50,1,0,Experienced,0.0,0.0
38,3,1,11,0,9,5,1,0,3908,0,50,1,0,Middle-aged,1.503076923076923,1.503076923076923
28,3,0,13,1,12,1,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
57,3,3,9,0,10,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
49,5,1,10,0,9,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
46,3,1,10,0,2,0,1,1,0,0,45,1,1,Experienced,0.0,0.0
47,4,2,16,0,9,0,1,1,0,0,50,1,0,Experienced,0.0,0.0
22,3,5,6,1,7,1,1,0,0,0,35,1,0,Young,0.0,0.0
37,5,5,6,0,2,0,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
39,3,3,9,1,6,3,1,0,0,0,35,1,0,Middle-aged,0.0,0.0
24,1,0,13,0,9,0,1,1,0,0,20,0,0,Young,0.0,0.0
31,3,3,9,1,5,1,0,1,0,0,30,1,0,Middle-aged,0.0,0.0
20,3,1,10,1,7,3,1,0,0,0,37,1,0,Young,0.0,0.0
36,3,1,10,0,2,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
29,3,1,11,0,9,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
42,3,4,14,0,9,0,1,1,0,0,55,0,1,Experienced,0.0,0.0
67,1,1,11,0,10,0,1,1,0,0,18,1,0,Senior,0.0,0.0
47,3,4,14,0,9,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
35,3,0,13,0,3,0,1,1,0,0,60,1,1,Middle-aged,0.0,0.0
42,3,0,13,0,7,0,0,1,0,0,35,1,0,Experienced,0.0,0.0
32,3,1,10,1,0,4,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
44,3,3,9,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
42,6,1,10,0,4,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
17,3,5,7,1,7,3,1,0,0,0,12,1,0,Young,0.0,0.0
50,3,3,9,2,6,3,1,1,0,0,40,1,0,Experienced,0.0,0.0
46,5,0,13,1,9,1,0,1,0,0,23,1,0,Experienced,0.0,0.0
39,3,3,9,0,13,0,1,1,0,0,60,1,1,Middle-aged,0.0,0.0
25,3,3,9,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
19,1,1,10,1,11,2,1,0,0,0,20,1,0,Young,0.0,0.0
46,3,5,7,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
37,1,0,13,0,9,5,1,0,7688,0,40,1,1,Middle-aged,3.6961538461538463,3.6961538461538463
24,3,3,9,1,11,3,1,1,0,0,40,1,0,Young,0.0,0.0
45,3,0,13,2,11,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
45,1,0,13,0,13,0,0,1,0,0,40,0,0,Experienced,0.0,0.0
29,3,3,9,0,0,0,1,1,0,0,35,1,0,Middle-aged,0.0,0.0
53,3,3,9,1,0,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
21,3,3,9,1,13,2,1,1,0,0,60,0,0,Young,0.0,0.0
45,4,0,13,0,11,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
38,3,1,12,0,12,0,1,1,0,0,21,1,1,Middle-aged,0.0,0.0
53,1,0,13,0,9,0,0,1,0,0,40,1,1,Experienced,0.0,0.0
22,3,1,10,1,4,3,1,1,0,0,50,1,0,Young,0.0,0.0
44,3,1,11,0,3,0,1,1,0,0,50,0,0,Experienced,0.0,0.0
67,3,1,10,2,3,1,1,0,0,0,40,1,0,Senior,0.0,0.0
58,3,4,14,0,9,0,1,1,0,0,35,1,1,Experienced,0.0,0.0
23,3,0,13,1,0,1,1,0,0,0,38,1,0,Young,0.0,0.0
31,0,1,11,0,5,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
28,4,3,9,1,3,1,1,0,0,0,70,1,0,Middle-aged,0.0,0.0
52,5,5,7,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
23,3,3,9,1,6,1,1,0,0,0,40,1,0,Young,0.0,0.0
21,3,3,9,1,6,3,1,1,0,0,40,1,0,Young,0.0,0.0
43,6,4,14,0,9,0,0,1,0,0,35,1,1,Experienced,0.0,0.0
36,5,0,13,1,9,1,0,0,0,0,30,1,0,Middle-aged,0.0,0.0
27,3,0,13,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
56,3,3,9,0,13,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
31,3,3,9,1,0,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
39,6,4,14,1,10,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
22,1,1,10,1,0,3,0,0,0,0,40,1,0,Young,0.0,0.0
37,3,0,13,1,7,1,1,1,0,0,39,1,0,Middle-aged,0.0,0.0
29,3,3,9,0,2,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
58,3,3,9,2,6,4,1,1,0,0,40,0,0,Experienced,0.0,0.0
43,0,3,9,0,2,0,0,1,0,0,40,1,0,Experienced,0.0,0.0
21,3,1,10,0,7,2,1,0,0,0,30,1,0,Young,0.0,0.0
34,3,0,13,2,9,1,1,0,0,0,50,1,1,Middle-aged,0.0,0.0
56,3,3,9,3,6,1,0,0,0,0,40,1,0,Experienced,0.0,0.0
44,5,1,10,0,4,0,1,1,0,0,45,1,0,Experienced,0.0,0.0
45,6,1,12,2,0,4,0,0,0,0,40,1,0,Experienced,0.0,0.0
33,3,3,9,0,11,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
40,6,3,9,0,10,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
66,1,1,10,3,0,1,1,0,0,0,20,1,0,Senior,0.0,0.0
27,3,5,4,1,8,3,1,0,0,0,30,1,0,Middle-aged,0.0,0.0
20,3,3,9,1,12,3,1,0,0,0,32,1,0,Young,0.0,0.0
18,3,5,7,1,7,3,1,0,0,0,20,1,0,Young,0.0,0.0
45,3,0,13,1,9,4,1,0,0,0,38,1,0,Experienced,0.0,0.0
55,4,3,9,2,11,1,1,0,0,0,60,1,0,Experienced,0.0,0.0
43,3,3,9,2,6,4,1,1,0,0,40,1,0,Experienced,0.0,0.0
21,3,1,10,1,11,3,0,0,0,0,35,1,0,Young,0.0,0.0
28,3,3,9,1,6,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
23,3,1,12,1,6,4,1,1,0,0,40,1,0,Young,0.0,0.0
28,3,0,13,0,9,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
21,3,3,9,0,0,5,1,0,0,0,43,1,1,Young,0.0,0.0
23,3,3,9,2,6,1,1,1,0,0,40,1,0,Young,0.0,0.0
63,3,3,9,3,3,1,1,1,0,0,40,1,0,Senior,0.0,0.0
60,0,1,10,0,2,0,1,1,0,0,40,1,1,Senior,0.0,0.0
32,3,1,10,1,7,1,1,0,3674,0,40,1,0,Middle-aged,1.7663461538461538,1.7663461538461538
33,3,3,9,1,7,3,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
30,3,5,8,0,2,0,1,1,3908,0,40,0,0,Middle-aged,1.8788461538461538,1.8788461538461538
68,5,3,9,0,2,0,1,1,0,0,25,1,0,Senior,0.0,0.0
53,1,1,12,0,12,0,1,1,0,0,45,1,1,Experienced,0.0,0.0
23,3,0,13,1,3,1,1,1,0,0,50,1,0,Young,0.0,0.0
26,3,3,9,1,6,3,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
20,3,3,9,1,11,3,1,1,0,0,40,1,0,Young,0.0,0.0
53,3,3,9,2,0,1,1,0,0,0,45,1,0,Experienced,0.0,0.0
36,3,3,9,1,0,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
47,3,1,10,2,9,1,0,1,0,0,40,1,0,Experienced,0.0,0.0
35,3,1,12,0,7,0,0,1,0,0,40,0,0,Middle-aged,0.0,0.0
32,3,0,13,1,9,3,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
41,5,4,15,0,9,0,1,1,0,0,45,1,1,Experienced,0.0,0.0
22,3,3,9,1,3,1,1,0,0,0,48,1,0,Young,0.0,0.0
42,3,3,9,0,6,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
51,5,1,10,0,11,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
33,3,0,13,0,3,0,1,1,0,0,45,1,1,Middle-aged,0.0,0.0
22,3,1,10,0,11,0,1,1,0,0,45,1,0,Young,0.0,0.0
60,3,3,9,2,11,2,1,0,0,0,33,1,0,Senior,0.0,0.0
50,5,4,14,0,3,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
58,3,3,9,0,2,0,1,1,3137,0,16,1,0,Experienced,3.7704326923076925,3.7704326923076925
22,3,1,10,1,7,1,1,1,0,0,60,1,0,Young,0.0,0.0
47,6,4,14,0,9,0,1,1,0,0,45,1,1,Experienced,0.0,0.0
38,4,2,16,0,3,0,1,1,0,0,60,1,1,Middle-aged,0.0,0.0
67,6,0,13,0,9,0,1,1,4931,0,30,1,0,Senior,3.1608974358974358,3.1608974358974358
76,4,0,13,0,4,0,1,1,6514,0,40,1,1,Senior,3.1317307692307694,3.1317307692307694
41,1,4,14,0,9,0,1,1,0,0,55,1,1,Experienced,0.0,0.0
57,4,4,14,0,3,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
22,3,1,10,1,9,1,1,1,0,0,40,1,0,Young,0.0,0.0
38,1,0,13,0,9,0,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
30,4,0,13,0,2,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
27,3,3,9,1,0,1,1,0,2202,0,40,1,0,Middle-aged,1.0586538461538462,1.0586538461538462
22,3,3,9,1,13,3,1,1,0,0,20,1,0,Young,0.0,0.0
40,4,5,7,0,3,0,1,1,15024,0,20,1,1,Experienced,14.446153846153846,14.446153846153846
73,3,0,13,2,4,2,1,0,0,0,12,1,0,Senior,0.0,0.0
23,3,0,13,0,9,0,1,1,2407,0,6,0,0,Young,7.714743589743589,7.714743589743589
29,3,3,9,0,0,5,1,0,0,0,40,0,0,Middle-aged,0.0,0.0
46,3,4,14,1,3,4,1,1,0,0,40,1,0,Experienced,0.0,0.0
29,4,3,9,1,3,1,0,0,0,0,16,1,0,Middle-aged,0.0,0.0
34,3,0,13,1,11,3,1,0,0,0,35,1,0,Middle-aged,0.0,0.0
38,5,4,14,1,9,1,1,0,0,0,48,1,0,Middle-aged,0.0,0.0
62,3,2,16,1,3,1,1,1,0,0,50,1,1,Senior,0.0,0.0
30,6,3,9,2,7,4,1,0,0,0,50,1,0,Middle-aged,0.0,0.0
20,3,1,10,1,12,3,1,1,0,0,40,1,0,Young,0.0,0.0
40,3,5,7,2,7,4,0,0,0,0,36,1,0,Experienced,0.0,0.0
56,3,5,4,0,2,0,1,1,0,0,40,0,0,Experienced,0.0,0.0
63,3,1,10,0,9,0,1,1,0,0,50,1,0,Senior,0.0,0.0
25,3,3,9,1,7,3,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
40,5,3,9,2,2,3,1,1,0,0,40,1,0,Experienced,0.0,0.0
53,3,5,6,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
23,3,0,13,1,3,1,0,0,0,0,40,1,0,Young,0.0,0.0
32,3,5,6,1,4,4,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
33,3,1,10,2,7,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
50,1,3,9,1,0,3,1,0,0,0,40,1,0,Experienced,0.0,0.0
37,3,1,10,2,6,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
29,3,0,13,2,9,1,1,1,2463,0,15,1,0,Middle-aged,3.1576923076923076,3.1576923076923076
28,3,1,10,1,0,3,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
46,3,1,10,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
42,3,3,9,0,2,0,1,1,5178,0,40,1,1,Experienced,2.4894230769230767,2.4894230769230767
21,5,5,5,1,11,3,1,1,0,0,30,1,0,Young,0.0,0.0
24,3,1,12,1,0,1,1,1,0,0,30,1,0,Young,0.0,0.0
53,3,5,5,2,2,1,1,1,0,0,50,1,0,Experienced,0.0,0.0
54,3,3,9,0,2,0,1,1,0,0,45,1,0,Experienced,0.0,0.0
36,3,1,11,2,11,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
52,5,3,9,0,13,0,0,1,5013,0,40,1,0,Experienced,2.410096153846154,2.410096153846154
71,3,3,9,3,0,4,1,0,0,0,25,1,0,Senior,0.0,0.0
36,3,3,9,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
52,3,5,4,0,5,0,1,1,0,0,40,0,0,Experienced,0.0,0.0
38,3,3,9,0,10,0,1,1,0,0,48,1,0,Middle-aged,0.0,0.0
56,3,0,13,2,3,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
52,3,3,9,0,11,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
55,3,1,10,2,0,1,1,0,0,0,40,1,0,Experienced,0.0,0.0
31,3,0,13,0,4,0,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
51,4,3,9,0,13,0,1,1,0,0,65,1,0,Experienced,0.0,0.0
23,3,0,13,1,7,1,1,0,0,0,50,1,0,Young,0.0,0.0
40,3,1,12,2,0,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
20,3,1,10,1,0,3,1,1,0,0,28,1,0,Young,0.0,0.0
36,3,1,10,2,0,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
22,3,0,13,1,7,3,1,1,0,0,35,1,0,Young,0.0,0.0
49,4,0,13,0,11,0,1,1,0,0,55,1,1,Experienced,0.0,0.0
35,3,0,13,0,3,0,1,1,15024,0,55,1,1,Middle-aged,5.253146853146853,5.253146853146853
31,4,0,13,0,3,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
43,3,3,9,1,2,3,1,1,0,0,20,1,0,Experienced,0.0,0.0
53,3,3,9,1,5,3,1,1,0,0,40,1,0,Experienced,0.0,0.0
35,6,1,10,0,12,0,1,1,5013,0,40,1,0,Middle-aged,2.410096153846154,2.410096153846154
37,0,1,10,1,0,1,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
55,1,3,9,0,2,0,1,1,0,0,15,1,0,Experienced,0.0,0.0
27,1,3,9,1,7,3,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
47,3,3,9,1,5,1,1,1,0,0,45,1,0,Experienced,0.0,0.0
44,3,0,13,0,3,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
47,7,1,11,0,14,0,1,1,0,0,45,1,0,Experienced,0.0,0.0
24,3,3,9,0,11,0,1,1,0,0,45,1,0,Young,0.0,0.0
23,3,1,12,1,0,2,1,0,0,0,70,1,0,Young,0.0,0.0
37,3,3,9,1,7,1,1,0,0,0,32,1,0,Middle-aged,0.0,0.0
32,5,3,9,0,4,0,1,1,0,0,60,1,0,Middle-aged,0.0,0.0
43,3,4,14,2,3,1,1,0,0,0,38,1,1,Experienced,0.0,0.0
30,3,0,13,1,0,1,1,0,3325,0,40,1,0,Middle-aged,1.5985576923076923,1.5985576923076923
36,3,0,13,0,3,5,0,0,0,0,40,0,1,Middle-aged,0.0,0.0
21,3,1,10,2,11,1,1,0,0,0,40,1,0,Young,0.0,0.0
